City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,port moresby,-9.4431,147.1797,30.68,70,75,3.09,PG,1701479652
354,paghman,34.5875,68.9533,0.97,61,3,0.52,AF,1701479653
355,namibe,-15.1961,12.1522,21.89,81,93,2.9,AO,1701479577
356,kushiro,42.975,144.3747,-0.71,48,0,0.98,JP,1701479653
357,al qadarif,14.0349,35.3834,24.95,30,2,3.82,SD,1701479654
358,tchibanga,-2.85,11.0333,21.79,99,100,0.42,GA,1701479654
359,balikpapan,-1.2675,116.8289,24.55,100,20,2.57,ID,1701479629
360,cannes,43.55,7.0167,13.38,89,0,6.69,FR,1701479487
361,ashland,40.8167,-82.2665,7.98,98,100,3.87,US,1701479654
362,yuzhno-kurilsk,44.0306,145.8556,1.32,64,97,2.65,RU,1701479656
363,punxsutawney,40.9437,-78.9709,9.32,95,100,0.89,US,1701479656
364,qaisumah,28.3112,46.1273,14.91,42,0,3.5,SA,1701479656
365,laojunmiao,39.8333,97.7333,-3.57,21,100,1.33,CN,1701479656
366,urubamba,-13.3047,-72.1158,13.5,86,100,2.08,PE,1701479657
367,san luis,-33.295,-66.3356,21.65,59,0,7.72,AR,1701479657
368,djibouti,11.5,42.5,21.33,70,6,3.85,DJ,1701479659
369,grand-bassam,5.2118,-3.7388,24.98,86,72,3.28,CI,1701479660
370,la union,-5.4,-80.75,23.38,66,73,8.7,PE,1701479661
371,beloyarskiy,63.7119,66.6722,-21.18,100,92,1.28,RU,1701479662
372,belozersk,60.0326,37.7957,-9.45,95,94,2.24,RU,1701479662
373,puerto armuelles,8.2833,-82.8667,27.87,76,50,1.79,PA,1701479662
374,nishinoomote,30.7333,131,12.83,61,0,6.94,JP,1701479663
375,shaydon,40.6747,70.346,7.16,54,100,1.35,TJ,1701479663
376,mont-dore,-22.2833,166.5833,34.99,64,13,4.23,NC,1701479663
377,vista hermosa de negrete,20.2667,-102.4833,18.16,67,100,1.54,MX,1701479664
378,view park-windsor hills,33.9955,-118.3484,17.13,58,0,5.66,US,1701479664
379,cidreira,-30.1811,-50.2056,21.96,93,26,9.76,BR,1701479488
380,troitsko-pechorsk,62.7084,56.1964,-6.28,94,100,1.34,RU,1701479664
381,douz,33.4663,9.0203,16.57,20,100,4.61,TN,1701479664
382,port isabel,26.0734,-97.2086,22.23,87,100,3.09,US,1701479665
383,taroa,8.7058,171.2275,28.03,75,44,8.25,MH,1701479665
384,kalmunai,7.4167,81.8167,24.48,89,100,6.68,LK,1701479630
385,kununurra,-15.7667,128.7333,34.99,55,42,2.57,AU,1701479666
386,winkler,49.1817,-97.941,-3.57,73,63,1.54,CA,1701479667
387,dryden,49.7833,-92.7503,-3.84,74,100,3.09,CA,1701479667
388,pearsall,28.8922,-99.095,17.43,54,99,4.04,US,1701479668
389,nar'yan-mar,67.6713,53.087,-6.61,96,100,2.24,RU,1701479669
390,malone,44.8487,-74.2949,2.97,97,100,0.63,US,1701479669
391,lihue,21.9789,-159.3672,26.58,83,0,3.6,US,1701479669
392,guacui,-20.7756,-41.6794,20.01,96,6,0.77,BR,1701479669
393,nagqu,31.5,92,-8.49,92,100,0.51,CN,1701479670
394,sao joao da barra,-21.6403,-41.0511,23.36,93,2,3.14,BR,1701479670
395,trinity beach,-16.7888,145.6968,37.23,71,75,3.6,AU,1701479671
396,davyd-haradok,52.0566,27.2161,-5.48,94,100,1.86,BY,1701479423
397,guanica,17.9716,-66.908,26.7,48,82,3.11,PR,1701479671
398,mata-utu,-13.2816,-176.1745,28.05,80,100,6.27,WF,1701479671
399,bairnsdale,-37.8333,147.6167,17.81,91,100,2.68,AU,1701479671
400,inari,68.906,27.0288,-11.89,100,100,1.04,FI,1701479672
401,trincomalee,8.5711,81.2335,24.77,95,100,6.57,LK,1701479637
402,madang,-5.2246,145.7966,30.54,64,27,1.77,PG,1701479580
403,ad dujayl,33.8467,44.2344,13.24,50,0,4.04,IQ,1701479672
404,sassandra,4.95,-6.0833,25.49,90,29,2.03,CI,1701479673
405,mahibadhoo,3.7833,72.9667,28.18,72,31,3.05,MV,1701479673
406,nizhnyaya salda,58.0776,60.7202,-14.7,99,83,0.43,RU,1701479673
407,cill airne,52.05,-9.5167,4.73,76,100,1.68,IE,1701479674
408,kushk,33.2957,61.9522,9.83,46,90,0.76,AF,1701479674
409,nova vicosa,-17.8919,-39.3719,25.46,82,85,5.61,BR,1701479409
410,sinop,41.7711,34.8709,10.45,77,12,5.45,TR,1701479675
411,riverside,33.7333,-116.0508,15.49,40,0,0.94,US,1701479583
412,bodden town,19.2833,-81.25,28,78,20,3.09,KY,1701479675
413,ha dong,20.9725,105.7772,16.01,74,100,1.94,VN,1701479676
414,zabaykal'sk,49.6333,117.3167,-17.44,94,28,3.41,RU,1701479676
415,aqadyr,48.2553,72.8483,-0.82,58,100,2.54,KZ,1701479677
416,balykshi,47.0667,51.8667,4,100,75,7,KZ,1701479677
417,hami,42.8,93.45,-0.88,31,19,0.78,CN,1701479677
418,trondheim,63.4305,10.3951,-6.95,88,21,0.45,NO,1701479678
419,i-n-salah,27.1935,2.4607,18.47,13,100,2.5,DZ,1701479678
420,karmaskaly,54.3709,56.1837,-1.2,98,100,2.1,RU,1701479678
421,greenville,35.6127,-77.3663,19.52,89,100,5.66,US,1701479597
422,dudinka,69.4058,86.1778,-22.99,93,13,5.78,RU,1701479577
423,chibougamau,49.9168,-74.3659,-17.21,85,0,0,CA,1701479679
424,middelburg,-25.7751,29.4648,16.44,52,0,1.63,ZA,1701479679
425,new visayas,7.5233,125.6233,28.27,76,60,2.61,PH,1701479679
426,trairi,-3.2778,-39.2689,26.7,78,9,3.81,BR,1701479680
427,connell,46.6635,-118.8611,0.09,97,100,0.92,US,1701479680
428,san andres,12.5847,-81.7006,25.01,88,40,2.06,CO,1701479680
429,cockburn town,21.4612,-71.1419,26.98,74,40,2.57,TC,1701479681
430,chernyshevsk,52.5243,117.0174,-22.16,99,15,0.49,RU,1701479681
431,ta`u,-14.2336,-169.5144,27.69,82,100,6.78,AS,1701479681
432,dejen,10.1667,38.1333,10.44,60,12,1.53,ET,1701479682
433,san luis de la loma,17.2706,-100.8939,26.38,77,100,1.47,MX,1701479647
434,dalandzadgad,43.5708,104.425,-4.69,41,9,2.67,MN,1701479682
435,revda,56.801,59.9303,-10.96,99,91,0.76,RU,1701479682
436,garoowe,8.4054,48.4845,21.26,66,39,3.77,SO,1701479683
437,turki,51.987,43.2731,0.13,88,100,7.59,RU,1701479683
438,mili,6.0815,171.735,28.21,77,99,8.12,MH,1701479683
439,kapa'a,22.0752,-159.319,26.99,86,0,3.6,US,1701479684
440,san clemente del tuyu,-36.3569,-56.7235,18.32,96,100,3.62,AR,1701479684
441,cacoal,-11.4386,-61.4472,22.85,90,7,1.41,BR,1701479576
442,sheridan,44.8333,-106.9173,-2.21,72,0,2.06,US,1701479684
443,simenqian,27.4872,110.8861,6.95,80,92,0.37,CN,1701479684
444,azul,-36.777,-59.8585,18.18,95,0,2.32,AR,1701479685
445,ghadamis,30.1337,9.5007,18.7,17,100,4.77,LY,1701479685
446,ngorongoro,-3.2397,35.4875,12.93,88,100,0.48,TZ,1701479685
447,praia,14.9215,-23.5087,24.3,83,20,6.17,CV,1701479685
448,manakara,-22.1333,48.0167,21.64,89,100,4.8,MG,1701479686
449,anloga,5.7947,0.8973,27.66,81,100,4.76,GH,1701479686
450,assab,13.0092,42.7394,26,73,47,8.08,ER,1701479686
451,arys,42.4252,68.795,6.91,75,100,0.63,KZ,1701479686
452,nemuro,43.3236,145.575,0.2,64,20,3.64,JP,1701479687
453,santa elena,-2.2333,-80.85,23.46,82,86,3.86,EC,1701479687
454,jeddah,21.5169,39.2192,25.92,78,0,1.03,SA,1701479390
455,selfoss,63.9331,-20.9971,-3.66,63,0,4.92,IS,1701479687
456,murgab,37.4966,61.9714,10.32,66,95,2.05,TM,1701479687
457,palmer,42.1584,-72.3287,7.23,82,100,2.06,US,1701479688
458,port blair,11.6667,92.75,27.2,81,100,6.23,IN,1701479583
459,thinadhoo,0.5333,72.9333,27.59,78,93,5.36,MV,1701479688
460,amuntai,-2.4177,115.2494,25.71,90,100,1,ID,1701479689
461,wanning,18.8003,110.3967,23.51,90,81,6.74,CN,1701479689
462,magelang,-7.4706,110.2178,29.3,93,97,1.48,ID,1701479690
463,puerto santa,-8.9906,-78.6456,19.82,87,62,4.22,PE,1701479690
464,saldanha,-33.0117,17.9442,16.94,84,0,2.69,ZA,1701479690
465,zaria,11.1113,7.7227,20.45,20,9,3.87,NG,1701479690
466,bardai,11.65,7.2333,20.45,20,87,3.74,NG,1701479620
467,urangan,-25.3,152.9,25.86,85,55,8.36,AU,1701479418
468,sovetskaya,44.7769,41.1722,10.97,64,100,2.87,RU,1701479691
469,kosh-agach,50,88.6667,-12.05,71,100,0.45,RU,1701479691
470,acarau,-2.8856,-40.12,26.42,82,35,4.88,BR,1701479691
471,eldorado at santa fe,35.5264,-105.9347,0.18,92,0,2.57,US,1701479691
472,quellon,-43.1167,-73.6167,5.95,86,5,3.32,CL,1701479691
473,pontian kechil,1.4866,103.3896,26.67,92,100,1.43,MY,1701479691
474,kavieng,-2.5744,150.7967,27.84,75,98,0.68,PG,1701479692
475,motueka,-41.1333,173.0167,12.5,90,100,0.52,NZ,1701479470
476,nueva gerona,21.8833,-82.8,26.17,82,100,3.48,CU,1701479692
477,zhaotong,27.3167,103.7167,3.9,96,100,1.89,CN,1701479692
478,sao felipe,-14.8167,-41.3833,25.17,56,99,1.37,BR,1701479692
479,waddan,29.1614,16.139,16.26,27,88,3.08,LY,1701479692
480,al ghayzah,16.2079,52.176,23.41,37,1,2.69,YE,1701479693
481,amungan,15.3652,119.9582,29.78,60,93,2.16,PH,1701479693
482,mermoz boabab,14.7065,-17.4758,24.88,88,0,3.09,SN,1701479693
483,alaghsas,17.0187,8.0168,19.86,13,0,3.87,NE,1701479511
484,suncho corral,-27.9336,-63.4294,31.46,58,20,6.71,AR,1701479693
485,olinda,-8.0089,-34.8553,26.85,74,75,3.09,BR,1701479693
486,umuarama,-23.7664,-53.325,25.89,74,12,1.57,BR,1701479693
487,pirallahi,40.4723,50.333,13.08,84,1,10.77,AZ,1701479694
488,muravlenko,63.7898,74.523,-18.55,99,100,4.38,RU,1701479694
489,xilin hot,43.9667,116.0333,-14.24,85,5,2.96,CN,1701479694
490,dawei,14.0833,98.2,27.65,68,10,5.06,MM,1701479694
491,keetmanshoop,-26.5833,18.1333,22.92,25,83,3.61,NA,1701479694
492,kayangel,8.0823,134.7173,28.67,78,51,8.42,PW,1701479694
493,juegang,32.3174,121.1855,5.54,28,0,1.99,CN,1701479694
494,chita,52.0333,113.55,-15.06,78,30,5,RU,1701479694
495,buka,40.8108,69.1986,8.98,62,100,0.87,UZ,1701479695
496,sao jose de piranhas,-7.1206,-38.5019,29.43,37,99,0.63,BR,1701479695
497,borogontsy,62.6683,131.1683,-31.93,99,100,1.02,RU,1701479695
498,alpine,32.835,-116.7664,13.38,62,0,3.6,US,1701479695
499,aral,40.5156,81.2636,1.06,40,5,1.97,CN,1701479696
500,kerema,-7.9631,145.7785,29.27,74,91,2.63,PG,1701479696
501,fortuna,40.5982,-124.1573,11.86,97,100,3.09,US,1701479696
502,crane,31.3974,-102.3501,14.98,35,100,2.63,US,1701479696
503,santa cruz,-17.8,-63.1667,27.32,65,85,5.99,BO,1701479420
504,djambala,-2.5447,14.7533,20.01,91,100,1.25,CG,1701479696
505,remire-montjoly,4.9167,-52.2667,25.02,88,0,0,GF,1701479697
506,whitecourt,54.1502,-115.6855,-11.42,92,75,0,CA,1701479697
507,woolgoolga,-30.1106,153.2007,25.58,54,83,2.09,AU,1701479697
508,amga,60.8953,131.9608,-25.37,93,100,2.82,RU,1701479698
509,isangel,-19.55,169.2667,30.06,70,100,2.57,VU,1701479698
510,paray-le-monial,46.4546,4.1158,3.88,96,100,5.14,FR,1701479698
511,torrington,41.8007,-73.1212,6.76,94,100,0.45,US,1701479698
512,port de pollenca,39.9075,3.0814,15.16,56,2,9.42,ES,1701479698
513,monkey bay,-14.0728,34.9201,23.55,78,100,6.68,MW,1701479698
514,boguchany,58.3814,97.4531,-7.86,96,100,1.34,RU,1701479698
515,guerrero negro,27.9769,-114.0611,17.93,60,0,7.98,MX,1701479587
516,ithaca,42.4406,-76.4966,6.21,94,100,1.79,US,1701479699
517,fonte boa,-2.4959,-66.2662,23.64,98,83,0.88,BR,1701479699
518,lyantor,61.6195,72.1555,-19.45,99,93,2.91,RU,1701479699
519,las lomitas,-24.7096,-60.593,32.29,42,17,3.42,AR,1701479699
520,luderitz,-26.6481,15.1594,18.41,74,98,7.49,NA,1701479613
521,djougou,9.7085,1.666,24.62,29,91,1.29,BJ,1701479699
522,herval,-32.0236,-53.3956,21.88,97,100,2.54,BR,1701479699
523,calama,-22.4667,-68.9333,15.2,23,0,2.33,CL,1701479699
524,sungai raya,0.7,108.9,25.08,89,100,1.75,ID,1701479700
525,qarazhal,48.0078,70.7903,0.49,59,100,2.68,KZ,1701479700
526,pacific grove,36.6177,-121.9166,15.29,77,0,4.92,US,1701479700
527,chulakkurgan,43.765,69.1814,4.48,69,100,2.04,KZ,1701479700
528,natal,-5.795,-35.2094,26.36,83,20,3.09,BR,1701479555
529,lucea,18.451,-78.1736,27.92,77,79,6.01,JM,1701479700
530,rye,40.9807,-73.6837,8.86,89,100,1.54,US,1701479701
531,brooks,50.5834,-111.8851,-6.65,91,84,1.54,CA,1701479701
532,fort st. john,56.2499,-120.8529,-7.46,84,8,1.89,CA,1701479650
533,sechura,-5.5569,-80.8222,22.06,74,65,8.03,PE,1701479701
534,dwarka,22.2394,68.9678,23.18,60,0,8.17,IN,1701479702
535,kirovskiy,45.0917,133.5136,-10.82,84,14,1.68,RU,1701479703
536,yazykovo,55.2199,56.1353,-2.8,98,100,2.03,RU,1701479704
537,loen,7.7601,168.2307,28.05,77,87,8.73,MH,1701479704
538,aripuana,-9.1667,-60.6333,23.45,93,64,0.98,BR,1701479705
539,le vauclin,14.5452,-60.8388,26.03,83,40,3.09,MQ,1701479706
540,cuamba,-14.8031,36.5372,19.86,89,100,2.48,MZ,1701479706
541,labrador city,52.9463,-66.9114,-18.72,98,7,1.47,CA,1701479491
542,zabol,32.25,67.25,3.45,80,4,0.6,AF,1701479707
543,island harbour,50.724,-1.2758,0.08,92,81,2.24,GB,1701479596
544,mahina,-17.5065,-149.489,30.87,70,20,2.06,PF,1701479606
545,rufino,-34.2683,-62.7126,21.11,61,0,3.14,AR,1701479708
546,mirny,62.5353,113.9611,-32.09,100,73,1.72,RU,1701479606
547,pisco,-13.7,-76.2167,20.03,83,0,7.72,PE,1701479709
548,wangqing,43.3218,129.7634,-7.69,66,22,0.61,CN,1701479709
549,posto fiscal rolim de moura,-13.0833,-62.2667,23.97,90,38,0.67,BR,1701479709
550,oban,56.4127,-5.4706,-3.12,89,92,1.24,GB,1701479710
551,hailar,49.2,119.7,-22.19,100,99,2.39,CN,1701479710
552,greve,55.5833,12.3,-1.95,89,100,1.03,DK,1701479711
553,marechal candido rondon,-24.5561,-54.0567,26.55,76,85,2.44,BR,1701479711
554,inhambane,-23.865,35.3833,20.41,68,81,1.15,MZ,1701479576
555,boiling springs,35.0465,-81.9818,10.24,93,100,0,US,1701479422
